texte,AVIS,RECLAMATION,SUGGESTION,EXPERIENCE,source,valide_humain
"Le couplage avec mon asus fonctionne très bien, l'application est complète 
et permet un bon suivi de l'évolution.",1,0,0,1,dataset_apia2022,1
Très bonne appli il manque le ski roues dans les activités,1,0,1,0,dataset_apia2022,1
Juste génial. ..,1,0,0,0,dataset_apia2022,1
fonctionne beaucoup mieux sur mon redmi note 6 que sur mon Huawei p9,0,0,0,1,dataset_apia2022,1
Couplage impossible entre forerunner 230 et Huawei p9lite,0,1,0,0,dataset_apia2022,1
"Je l'utilise tous les jours. Simple, facile, efficace. 😊",1,0,0,1,dataset_apia2022,1
"Using with edge 25, first de setting on the edge was always resetting, now after de update cannot connect to smartphone anymore. Pay more than 200$ for this, thinking of getting a refund, did not work proporwly since a got it",0,1,0,0,dataset_apia2022,1
"Grands sportifs passer votre chemin et regardez du côté de la concurrence. Les possibilités d'exploitation des données est indigne de garmin (calcul Vo2max faux car ne prends pas en compte le dénivelé ni le vent, précision Gps ne permet pas d'avoir une vitesse instantanée fiable, présentation des données inexploitables en l'état et nécessitent d'être reprises etc...), condition météo fausses et de toute façon non prisent en compte. Et cerise sur le gâteau, livetrack ne fonctionne plus !",0,1,0,0,dataset_apia2022,1
Je suis pleinement satisfait de cette application.et je la recommande,1,0,0,0,dataset_apia2022,1
Synchronisation impossible depuis la mise à jour. J'ai supprimé l'équipement mais impossible de le coupler à nouveau.,0,1,0,0,dataset_apia2022,1
Acheter hier. Fenix 6 La montre seule bien....mais acheter une montre connectée s'est aussi pour l'associer au téléphone. Impossible de lancouolzr au téléphone malgré les multiples tentatives avec l'application avec installation des installation....quel intérêt d'avoir une montre connectée qui ne se connecte pas au smartphone,0,1,0,0,dataset_apia2022,1
"Bonne application, mais depuis la mise à jour j'ai eu des gros soucis pour me connecter. Maintenant j'y arrive (depuis peu), mais, mes activités sont en mode décalées (apparaissent 1 jour avant...), malgré la mise de la date et l'heure exacte, je n'ai pas accès aux défis et non plus au flux des activités... Et je vois que je ne suis pas la seule à avoir des problèmes depuis la mise à jour...",1,1,0,0,dataset_apia2022,1
Les versions se suivent et se ressemblent. Toujours plus de fonctionnalités inutiles. Toujours pas de correctifs aux bugs signalés.,1,0,0,0,dataset_apia2022,1
Au top cette apli facile à utilisé,1,0,0,0,dataset_apia2022,1
Plus de connexion possible en bluetooth sur la Venu depuis la mise à jour !!,0,1,0,0,dataset_apia2022,1
"Après 2 mois sans plus pouvoir synchroniser ma vivofit3, retour sous garantie, échange contre une montre neuve et la miracle ça marche... Merci Garmin pour la montre neuve, mais la fiabilité de vos produits m'interpelle, HS au bout de 8 mois...",0,1,0,0,dataset_apia2022,1
"Contente, on peut rapidement voir les resultats des sorties, du sommeil.",0,0,0,1,dataset_apia2022,1
Bug à l'occasion et je dois désinstaller et réinstaller. Heureusement il conserve mes anciennes données,0,1,0,0,dataset_apia2022,1
"A titre personnel, je n'aime pas la présentation des données que je trouve mal agencées. On doit pouvoir faire mieux. Depuis plusieurs mois, le tracé gps du parcours est incomplet (il manque régulièrement la moitié...) alors que la distance et le temps sont corrects. Le support technique ne sait répondre qu'une seule chose : faites les mises à jours de la montre. Ils sont rigolos, je leur ai dit plusieurs fois que ça n'a résoud pas le problème...",0,1,1,0,dataset_apia2022,1
Super top,1,0,0,0,dataset_apia2022,1
L'application marchait très bien avec ma Garmin Vivoactive 3. Malheureusement je ne peux plus me connecter à mon compte et synchroniser mes activités depuis aujourd'hui. Mon téléphone est un pixel 4a.,0,1,0,1,dataset_apia2022,1
Bonne lecture des données pour analyser ses entraînements. Interface intuitive et conviviales. Dommage que l'on ne puisse pas exporter les données dans un format texte standard.,0,0,1,1,dataset_apia2022,1
Problème d'application depuis ce matin. Impossible à ouvrir. Merci de faire une maj !!,0,1,0,0,dataset_apia2022,1
Quelle déception... Garmin n'annonce pas clairement la couleur sur ses nouvelles montres de running forerunner 220 et 620. Seule l'appli iphone semble compatible avec ces modèles. Les nombreux utilisateurs d'android n'ont qu'à patienter...,1,1,0,0,dataset_apia2022,1
"Rapide, précision exceptionnelle...",1,0,0,0,dataset_apia2022,1
Bonne application mais impossible d'afficher mes activités renseignées manuellement dans le calendrier.,1,1,0,0,dataset_apia2022,1
"Toujours en attente ... le code bluetooth est détecté par le nexus 4, mais la tentative de connexion échoue ... Vite un update !!  Nouvelle interface moins axées perf que vivofit, dommage",1,1,0,1,dataset_apia2022,1
Toujours en train de se déconnecter... Reconnexion peu conviviale.,0,1,0,0,dataset_apia2022,1
Fonctionnelle,1,0,0,0,dataset_apia2022,1
La montre ne se déconnecte plus . Bonne application,1,1,0,0,dataset_apia2022,1
"Depuis la mise a jour, j'ai sans cesse une demande d'autorisation concernant les notifications. je n'ai choisi que ceux que je voulais mais c'est toujours là. pour que ça disparaisse, je dois cocher tout, ce qui ne m'intéresse pas du tout. Je commence sincère en avoir plein mon casque.... Est ce que quelque chose peut être fait pour régler ce problème???",0,1,0,0,dataset_apia2022,1
l'application ne s'ouvre plus depuis la nouvelle mise à jour L'application refonctionne normalement.,0,1,0,0,dataset_apia2022,1
Dernière maj =0 Impossible de synchroniser la montre avec l'appli alors que le téléphone détecte bien le périphérique dans le BT. L'ajout de l'appareil avec l'appli ne fonctionne plus non plus...,0,1,0,0,dataset_apia2022,1
Ravi de pouvoir suivre les personnes qui sont sur Garmin aussi,0,0,0,1,dataset_apia2022,1
Appli très sympa et assez complète 👍,1,0,0,0,dataset_apia2022,1
Bonne application au départ mais très vite désenchantée coupures incessante impossible de réglé les montres l'application à beaucoup de mal à se connecter à Garmin connecter très déçu pas bon je vous la déconseille passé votre chemin il existe bien mieux .,1,1,0,0,dataset_apia2022,1
"Super appli. J'ai cependant un soucis. Sur ma vivosport je peux désactiver 
l'alerte ""bouger"". Mais dès que je synchronise cela revient. Et sur 
l'appli, impossible de le désactiver",1,1,0,0,dataset_apia2022,1
Beaucoup trop de problèmes de synchro avec la montre,0,1,0,0,dataset_apia2022,1
Plus possible de synchroniser ma montre depuis votre maj qui sois disant évite les bugs et compagnie. Ma note remontera quand ça remarchera.,0,1,0,0,dataset_apia2022,1
"Beaucoup de détails relatifs à la santé mais aussi aux activités sportives (elle est capable de détecter les mouvements de muscu), assez précise au niveau du calcul des calories, super pour le sommeil, l énergie, bref, une bonne appli. Très accessible.",1,0,0,1,dataset_apia2022,1
La connexion entre la montre et le téléphone est à nouveau fonctionnelle après 10 jours sans que ça ne soit possible. C'est extrêmement lent.. et un zéro pour le service client gamin qui ne répond pas aux questions...,0,1,0,0,dataset_apia2022,1
Simple d'utilisation et hyper fonctionnel,1,0,0,0,dataset_apia2022,1
C'est top!!! L'application permet de découvrir des circuits sympas et les statistiques sont top également!,1,0,0,1,dataset_apia2022,1
"super application des bugs par moment, mais fonctionne bien",1,1,0,0,dataset_apia2022,1
Utilisé avec Garmin 520,0,0,0,1,dataset_apia2022,1
"Latest update seems bloated. It hogs my cellphone significantly more, while no other update was made otherwise",0,1,0,0,dataset_apia2022,1
"Quelle magnifique application, tout fonctionne à merveille, jusqu'au jour ou... Garmin fait une mise à jour sur le produit Edge 820 et qu'il devient impossible de se connecter en Bluetooth avec ton portable Car le Edge 820 demande l'appli Garmin Ct Mobile en version 4.5 mais celle-ci n'est ajd qu'en 4.27.1 Donc, inutile de faire un compteur bluetooth si c'est pour ne pas pouvoir s'en servir 2 ans après J'espère que ce choix marketing n'est pas le même pour ts les produits garmin sinon c'est top",1,1,0,0,dataset_apia2022,1
"Précis , facile . suffisamment complet pour moi .",1,0,0,0,dataset_apia2022,1
Fonctionne très bien !,1,0,0,0,dataset_apia2022,1
Un bon suivi des activités,0,0,0,1,dataset_apia2022,1
Ma forerunner 35 ne se connecte plus ni à ma tablette Asus ni à mon Huawei p7. Faites quelque chose urgemment.,0,1,0,0,dataset_apia2022,1
Ludique et motivante,1,0,0,0,dataset_apia2022,1
"Application très motivante. Suivi précis avec la vivoactive hr. Toujours 
une petite phrase de motivation ou un badge pour nous encourager. J'aime 
insight qui permet finalement de se situer parmi une communauté 
d'utilisateurs et de se dépasser pour s'améliorer 😄. Merci aux concepteurs.",1,0,0,1,dataset_apia2022,1
Mais dommage que l application ne puisse intégralement personnaliser la montre (fenix 3).,0,0,1,0,dataset_apia2022,1
Dommage depuis la mise à jour de novembre la montre ne se connecte plus,0,1,0,0,dataset_apia2022,1
"Depuis maj, plus possible d'activer les notifications intelligentes!!",0,1,0,0,dataset_apia2022,1
Idéal pour se remettre en forme,1,0,0,0,dataset_apia2022,1
J'adore cette appli car elle me permet de voir toutes mes statistiques (cardiaques et performances),0,0,0,1,dataset_apia2022,1
suivi efficace et meilleure connaissance de soi. c'est top,0,0,0,1,dataset_apia2022,1
Tres bonne application. Le partage avec la communauté est très bien.,1,0,0,0,dataset_apia2022,1
Appli nickel rien à redire pour gérer son périphérique Garmin favori !,1,0,0,0,dataset_apia2022,1
Satisfait !,1,0,0,0,dataset_apia2022,1
Nouveau look réussi !,1,0,0,0,dataset_apia2022,1
abc,1,0,0,0,dataset_apia2022,1
Genial marche tres autonomie nickel,1,0,0,0,dataset_apia2022,1
Super application 👍,1,0,0,0,dataset_apia2022,1
Perte de synchronisation. C'est vraiment chiant...mon portable ne capte plus la montre. Désespérant.,1,1,0,0,dataset_apia2022,1
Plutôt satisfaite pour l instant en début d exploration du produit^^,1,0,0,0,dataset_apia2022,1
Catastrophique depuis la dernière mise à jour. Synchro impossible avec la vivosmart ni avec la forerunnner...,0,1,0,0,dataset_apia2022,1
"Cela fait 6 ans que j'utilise des produits Garmin avec cette application. Beaucoup d'évolutions ont été faites et c'est avec un grand merci que j'accueille tout ce travail. En revanche, je ne peux pas accepter que depuis 2 ans, au fur et à mesure des MAJ régulières, les appareils ne reçoivent plus les notifications ou qu'il y ai des bugs à n'en plus finir pour les synchronisations des parcours ou autres. Merci de bien vouloir faire stabiliser votre partie software au plus vite.",0,1,0,1,dataset_apia2022,1
Je mettrai une évaluation correcte lorsque Garmin fera fonctionner son application avec un Huawei p20 pro. J'ai beau eu faire les réglages spécifiques figurant sur le site mais il arrive fréquemment qu'il ne soit plus possible de reconnecter la montre fenix 5s. Une honte pour le prix !!!,1,1,0,0,dataset_apia2022,1
"Une patience d'ange pour le couplage, après nickel",0,0,0,1,dataset_apia2022,1
"Application utile et pratique pour suivre ses entraînements dans différents sports. Complète et facile à employer, les synchronisations fonctionnent bien et on peut s'y mesurer à ses contacts. J'emploie souvent.",1,0,0,1,dataset_apia2022,1
"Depuis la dernière mise à jour j'arrive enfin à recevoir les notifications 
et contrôler ma musique sur deezer depuis ma vivoactive 3. J'en conclu que 
les problèmes de connexion avec mon Xiaomi Redmi 4x sont résolus. C'est 
quand même plus agréable comme ça !",0,0,0,1,dataset_apia2022,1
Fonctionne beaucoup moins bien depuis les mises a jour successives. Dommage que l'utilisateur final soit beta testeur sur un produit  finalement non abouti. 11/12 6 semaines après le début des désordres toujours pas d'amélioration en vue et surtout aucune communication. Bye bye  Garmin !,1,1,0,0,dataset_apia2022,1
Utilisation pas super pratique mais efficace et complet quand on s'y est familiarisé. Super 👌 pour l'entrainement et sa programmation.,0,0,0,1,dataset_apia2022,1
Gros problemes de conexion,0,1,0,0,dataset_apia2022,1
Tres bonne applis,1,0,0,0,dataset_apia2022,1
"Problème avec le suivi d'activité depuis quelques semaines, qui renvoie à une page où il faut accepter les cookies. La page ne s'affiche pas en entier sur téléphone et impossible d'aller en bas de page pour accepter. Tout est bloqué. Du coup, impossible de suivre la personne.",0,1,0,0,dataset_apia2022,1
Application au top. J'aime bien la partie des entrainements avec les coach mais dommage qu'il n'y ait pas de programme d'entraînement ( avec coach) pour le marathon.,1,0,1,1,dataset_apia2022,1
"tout simplement super. complète et simple d'utilisation Il serait bien de pouvoir gérer au moins deux paire de chaussure en automatique, une pour le trail et une pour la course à pied.",1,0,1,0,dataset_apia2022,1
"Bonne application en temps normal, mais depuis la dernière mise à jour du 14 mars le sommeil et la fréquence cardiaque ne s'affichent plus dans garmin connect... Alors que je vois très bien la FC sur ma montre. Pour info j'ai un Huawei P20 Pro.",1,1,0,0,dataset_apia2022,1
Mise à part le sommeil qui est dû grand n'importe quoi comme sur toutes les autres montres.. Ras,0,1,0,0,dataset_apia2022,1
Bonjour depuis la mise à jour Il y a un souci avec le calendrier de l appli. On ne peut plus voir ce qu on a prévu ds la sem suivante ou même insérer des entraînements.,0,1,0,0,dataset_apia2022,1
Super appli très complète,1,0,0,0,dataset_apia2022,1
Application très complète et en parfaite connection avec ma Fenix 5x. Bravo Garmin.,1,0,0,1,dataset_apia2022,1
"A marche pendant une semaine , maintenant l appli , et maintenance puis , il subissent des probleme .delai donne 72 heure. Lol ca va faire une semaine que c est en panne",0,1,0,0,dataset_apia2022,1
"Problème partiellement corrigé avec la mise à jour de début janvier 2020 (4.26). Je reçois bien les notifications... pendant quelques jours. Je dois ensuite réinstaller l'application. ################# Les notifications ne s'affichent plus sur la Garmin 935 depuis la mise à jour de l'application de fin août 2019... Si je désinstalle et réinstalle l'application, j'ai des notifications pendant 1h et ensuite plus rien, alors qu'il n'y a pas de problème de synchronisation des activités. Les mises à jour se suivent mais j'ai toujours les mêmes problèmes d'affichage des notifications... Mises à jour : octobre (4.24.1),novembre (4.25), novembre (4.25.1) : toujours le même problème.",0,1,0,0,dataset_apia2022,1
"Bonjour, sur mon Huawei P9 lite, la connexion bluetooth avec ma Vivoactive HR ne fonctionne plus depuis fin octobre. Je ne sais pas si c'est dû à une MAJ Garmin ou Android. Car ce que je constate, c'est que cela fonctionne parfaitement avec un iPod, ou même avec mon vieux Nexus 5 (sur Android 6.0.1) que j'ai ressorti pour l'occasion (j'ai essayé avec les 2 dernières mises à jour de Garmin Connect, dont celle de ce matin). Donc d'après ça et les commentaires lus depuis plus d'un mois ici, il semble que les problèmes soient avec les Huawei et certains HTC et Asus. À moins que ce soit lié avec une version spécifique d'Android. Travaillant dans la qualité logicielle, je sais bien à quel point il est difficile de tester un logiciel avec toutes les combinaisons que cela comporte (à tous ceux qui disent ""la montre est chère et devrait être fiable de base"", sachez que pour faire du logiciel vraiment fiable, il faudrait multiplier par 50 le prix de la montre, et donc vous et moi ne l'achèterions pas ; pourquoi croyez-vous qu'un avion coûte si cher ? Dans les systèmes critiques modernes, sachez que ce qui coûte le plus cher ne sont pas les pièces, mais bel et bien le logiciel, car les ingénieurs coûtent ""cher"" et le temps de test est très long). Cependant, le problème semble vraiment toucher pas mal de modèles, donc forcément, deux mois pour le résoudre semble un peu long pour les clients. Le problème pour moi n'est pas le temps que cela prend, mais surtout le manque de communication, qui est un ""tue business"". Car limite si vous expliquiez pourquoi vous n'arrivez toujours pas à résoudre le problème, je pense que moins de monde râlerait ici (enfin j'espère surtout). Car mis à part ça, la montre est cool et l'appli aussi, quand elle fonctionne.",1,1,0,0,dataset_apia2022,1
TOP !,1,0,0,0,dataset_apia2022,1
"Merci pour ce magnifique outil. Serait-il possible que vous rajoutiez lors d'une mise à jour , lors de la création d'un parcour manuelement sur la carte , de pouvoir tracer une ligne droite entre 2 points ??? Et alterner entre le mode suivi de route et manuel entre 2points svp, merci d'avance :)",1,0,1,0,dataset_apia2022,1
Dommage pas de natation,0,0,1,0,dataset_apia2022,1
"Maintenant ça fonctionne nickel. Merci GARMIN. Je redonne 5 étoiles. Depuis la mise à jour 3.9, la synchronisation et les notifications fonctionnaient mal avec la Vivoactive HR. Et passage obligatoire avec GPS du mobile activé. Surconsommation de batterie inutile. Impatient qu'un correctif paraisse. Pour que je puisse remettre 5 étoiles....",1,1,0,0,dataset_apia2022,1
J' ai acheter une fenix 3 sappire a 500€ pensant que je pourrais suivre mes progressions sur  l'application mais celui ci ne marche   toujours pas gros bugg,0,1,0,0,dataset_apia2022,1
Works really well with fenix5 connexion is fast. But with a Garmin vivoactive hr it was really slow,0,0,0,1,dataset_apia2022,1
Grosse galère a remettre la bonne heure sur la montre sa marche 1 fois sur 10 (montre forerunner 235),0,1,0,0,dataset_apia2022,1
parfaiit,1,0,0,0,dataset_apia2022,1
Appareillage impossible avec Android 6?? Activez le GPS ! Bizarrement ça fonctionne !,0,0,0,1,dataset_apia2022,1
app complète permettant de regler sa montre. Assez facile d'utilisation,1,0,0,1,dataset_apia2022,1
Indispensable pour les sportifs !!!,1,0,0,0,dataset_apia2022,1
Super je l'utilise depuis peu. Mais maintenant je vais l'utiliser souvent,1,0,0,0,dataset_apia2022,1
Bien utile au quotidien ainsi que pour les séances de sport ou entrainement. Vraiment très complet.,1,0,0,1,dataset_apia2022,1
Application très simple d'utilisation et complète,1,0,0,0,dataset_apia2022,1
"Nul ne marche plus, ne reconnaît plus l adresse mail et mot de passe, alors que ça marchais bien au début...plus de connexion avec edge 520 ???",0,1,0,0,dataset_apia2022,1
"Comme les autres, je n'arrive pas à synchroniser ma Fenix 3 avec mon galaxy s5. C'est comme même incroyable de nos jours!! Le couplage se fait mais pas la synchronisation",0,1,0,0,dataset_apia2022,1
Super 😄🤩 !,1,0,0,0,dataset_apia2022,1
"Comme un autre utilisateur j'ai une garmin Fenix 3 dont l'altimetre ne marche pas, une honte vu le prix de la montre ! C'est inadmissible ! Ensuite des problèmes avec l'application garmin lors de la connexion ! Au prix des produits la moindre des choses serait que les options pour lesquelles on paye fonctionnent !",1,1,0,0,dataset_apia2022,1
Quelques difficultés pour maitriser,0,0,0,1,dataset_apia2022,1
Bonne application même si parfois certaines maj sont mis en prod de façon trop hâtive.,1,0,0,1,dataset_apia2022,1
Garmin connect est bien mais depuis la dernière mise à jour mon vivofit ne se synchronise plus avec mon téléphone.,0,1,0,1,dataset_apia2022,1
"Depuis la dernière mise à jour, plus moyen de visualiser les sorties. L'appli se synchronise bien avec ma Fenix mais après sur pas de possibilité de voir le détail de l'activité. Lorsque je clique dessus ça charge sans arrêt et sans succès. Suis obligé de passer par mon pc.",0,1,0,0,dataset_apia2022,1
"Les problèmes de connexion arrivent très souvent, et je ne suis pas sûr que cela vienne de mon incompétence à moi... Ceci dit par rapport au début l'appareil fonctionne et s'est mis à jour. il s'agit déjà d'un grand pas franchi !",0,1,0,0,dataset_apia2022,1
Top. Permet un bon suivi.,1,0,0,0,dataset_apia2022,1
Au top. Il manque quand même la possibilité de partager un entraînement créé. Sinon top.,1,0,1,0,dataset_apia2022,1
excellente applucation...,1,0,0,0,dataset_apia2022,1
Je viens d'acheter une vivoactive hr impossible de la coupler avec mon téléphone !!,0,1,0,0,dataset_apia2022,1
Belle découverte,1,0,0,0,dataset_apia2022,1
Incroyable compagnon de route avec une fonction GPS pas comprise et un affichage en km/h manquant,1,0,1,0,dataset_apia2022,1
La synchronisation du sommeil ne se fait plus depuis la nouvelle mise a jour et maintenant plus aucune synchronisation des pas des calories etc,0,1,0,0,dataset_apia2022,1
"Fonctionne très bien, l'application s'est bien améliorée avec les années.",1,0,0,0,dataset_apia2022,1
Synchronisation impossible avec ma forerunner depuis la dernière MAJ,0,1,0,0,dataset_apia2022,1
Excellent moyen de suivre sa progression.,0,0,0,1,dataset_apia2022,1
"Super appli pour suivre son allure de course ainsi que le cardio, distance, etc etc afin d'améliorer ses performances.",1,0,0,1,dataset_apia2022,1
La synchro ne se fait pas par le telephone ..la montre se synchronise sur l ordi mais je ne peux la parametrer dessus... connect iq est inaccessibles pour des questions réseaux ...que faire ?,0,1,0,0,dataset_apia2022,1
Je souhaiterai couplé mon bracelet vivofit à mon wiko stairway une mise à jour serait possible,0,0,1,0,dataset_apia2022,1
"A chaque fin d'activité,  je m'empresse d'effectuer la synchronisation avec l'application pour une visualisation optimales des activités sur différents appareils,  mobiles,  pc...",0,0,0,1,dataset_apia2022,1
"Plus d'historique pas ,FC ,etc depuis la mise a jour...",0,1,0,0,dataset_apia2022,1
Top.,1,0,0,0,dataset_apia2022,1
Parfaite pour la Forunner 620,1,0,0,1,dataset_apia2022,1
"Bonne application, gps efficace mais met quelques fois beaucoup de temps pour trouver les satellites au départ (position au départ).",1,0,0,1,dataset_apia2022,1
Pratique d'utilisation.,1,0,0,0,dataset_apia2022,1
Très bonne applications vraiment pour commencer ou reprendre la course y a pas mieux pour accompagner et motiver... Juste une choses negative c'est les programme d'entraînement qui sont en anglais et pas trop de choix au départ.,1,0,1,1,dataset_apia2022,1
merveilleix,1,0,0,0,dataset_apia2022,1
"Quelques bugs sur certains produits tel que garmin 235 mais marche bien avec la garmin 645 music. Propose des fonctionnalités incroyables !! Très intéressant et les graphiques et courbes sont super originales, très surpris.",0,1,0,1,dataset_apia2022,1
"Je reviens sur mon premier avis qui était plutôt positif. Depuis que j'ai acheté ma montre en juillet, j'ai essuyé les conséquences de votre cyberattaque, et depuis quelques semaines un dysfonctionnement notable de votre appli. Au prix auquel vous vendez vos montres, le ratio fonctionnement/dysfonctionnement de vos matériel et appli est honteux. Ajouté a cela, que nous n'avons, bien sûr, aucune explication de votre part, on attend juste que cela refonctionne.",1,1,0,0,dataset_apia2022,1
"L'application plante constamment, la montre ne se connecte pas et impossible de recevoir les notifications. Je dois la desinstaller et la reinstaller chaque fois.",0,1,0,0,dataset_apia2022,1
Ne synchronise plus... App plante souvent,0,1,0,0,dataset_apia2022,1
Sante et navigation,0,0,0,1,dataset_apia2022,1
Cela permet une gestion et un suivi de toutes les activités sportives sur téléphone et PC la lecture est facile,0,0,0,1,dataset_apia2022,1
Belle application,1,0,0,0,dataset_apia2022,1
Pas de reconnaissance Bluetooth avec ma forerunner 220 malgré l application et avoir suivi correctement la démarche de reconnaissance. Ne sert donc à  rien en Bluetooth...vraiment dommage,1,1,0,0,dataset_apia2022,1
"Encore une énième mise à jour qui ne résout pas mon problème de connexion 
Bluetooth avec ma forerunner 30 et mon Huawei P10.... IMPOSSIBLE de 
recevoir les notifications sur ma montre... 2 mois que ma montre est 
inutilisable, ce n'est pas faute d'avoir contacté le service client mais en 
vain... À croire que Garmin ne teste pas ses dernières mises à jour avant 
de les mettre en ligne... Un gros manque de professionnalisme. Il va 
falloir encore attendre un mois avant d'espérer une MAJ qui fonctionne....",0,1,0,0,dataset_apia2022,1
Problème de synchronisation avec Samsung note3 . Espère avoir une mise à jour pour se probleme,0,1,0,0,dataset_apia2022,1
Changement de telephone ...Samsung A21s deconnexion et connexion intempestive du bluetooth... ingérable. Toutes les mises à jours de faites et tout réinstaller.... rien n'y fait ( montre vivoactiv 4),0,1,0,0,dataset_apia2022,1
au top on peut tout gerer se creer des entraînements,1,0,0,1,dataset_apia2022,1
"Une application super complète, j'ai beaucoup progressé en running grâce à garmin. Merci.",1,0,0,1,dataset_apia2022,1
"Motivant, précis et complet. Petit bug : l'horloge du suivi sommeil (notamment) n'a pas pris en compte le changement heure été vers heure hiver français !",1,1,0,0,dataset_apia2022,1
Très intuitif donc très facile à l'utilisation,1,0,0,0,dataset_apia2022,1
ne fonctionne plus,0,1,0,0,dataset_apia2022,1
"avoir ses stats détaillé en un clin d'oeil, c top !",1,0,0,0,dataset_apia2022,1
Très instable. L'apps ne fonctionne pas et s'éteint fréquemment.,0,1,0,0,dataset_apia2022,1
"Super satisfaite dans l'ensemble, même si je ne maîtrise pas encore toutes les fonctionnalités.",1,0,0,1,dataset_apia2022,1
"J'adore cette appli, précise, fiable et très intuitive. J'aimerai juste que les fonctions qui tournent autour des segments soient aussi développées que sur une appli concurrente sur laquelle j'associe toutes mes courses garmin.",1,0,1,0,dataset_apia2022,1
"je retire 2 étoiles ça fais au moin 15 jours que sommeil et cardio ne synchronise plus avec le portable et je m’aperçois que je suis pas le seul ,alors gamin vous attendez quoi pour corrige ceux bug........",1,1,0,0,dataset_apia2022,1
"Update : depuis la dernière mise a jour apparaît d'ancienne notifications 
de sms. Seul moyen : paramètres puis notification intelligentes puis 
désactiver et réactiver SMS. C'est gênant. / je l'utilise avec la 
vivoactive hr et franchement elle est super pratique simple et complète. Ma 
femme a une polar et l'application est moins bien. J'utilise aussi 
l'application pour les calories. C'est nickel.",1,1,0,1,dataset_apia2022,1
Exceptionnel 🎇 👏 👍,1,0,0,0,dataset_apia2022,1
"Presque 2 ans d'utilisation avec ma vivofit.Record récupéré,Merci Garmin 👍. Très bonne application qui fait son boulot. Je la recommande à toutes et à tous.",1,0,0,1,dataset_apia2022,1
"Hussein P9 lite connexion difficile, vois la montre mais arrête de communiquer pour gérer les applications",0,1,0,0,dataset_apia2022,1
Bonne application super complémentaire avec ma montre,1,0,0,0,dataset_apia2022,1
Comment est il possible de voir le taux de charge de l appareil et où sur le portable autre que sur le cadran merci de me répondre,0,0,1,1,dataset_apia2022,1
Bon produit avec  garmin 935 rien à redire !,1,0,0,0,dataset_apia2022,1
Impossible d'envoyer un parcours sur la Fenix 3 Ça date d'une dernière mise a jour...,0,1,0,0,dataset_apia2022,1
J adore super applications permet de bien suivre ses séances et calories dépenses,1,0,0,1,dataset_apia2022,1
"Bien mais à quand la possibilité de créer des parcours sur l'appli, ou le gps edge VTT (ou trail) qui reste sur des chemins dédiés et non sur des routes ?",1,0,1,0,dataset_apia2022,1
Bien au quotidien,1,0,0,0,dataset_apia2022,1
"Application qui fonctionnait jusqu'à récemment...mais depuis peu, je ne parviens plus à appairer en Bluetooth mon Garmin Edge 1080 avec mon mobile. J'ai pourtant tout essayé... éteindre/rallumer, désactiver BT/réactiver, désinstaller/réinstaller l'application... rageant !!! Du coup l'appli ne m'est plus d'aucune utilité ! Que faire svp ?",0,1,0,0,dataset_apia2022,1
"Très bien, pratique et de bonnes informations. Je valide...",1,0,0,1,dataset_apia2022,1
Je ne peux même plus télécharger l'application. Il y a des limites dans l'incompétence !!!!!,0,1,0,0,dataset_apia2022,1
au top coupler avant avec une vivoactive et maintenant a fenix 3 vraiment niquel,1,0,0,1,dataset_apia2022,1
Top!,1,0,0,0,dataset_apia2022,1
Je rencontre un pb de couplage de ma Fenix avec mon téléphone depuis que j'ai effectué la Maj Android. ( Il s'agit d'un One Plus6t). Avez vous ce type de retour ?,0,1,0,0,dataset_apia2022,1
Depuis la dernière MAJ que de bugs (fréquence cardiaque et kilométrage) ne pas l'installer.,0,1,0,0,dataset_apia2022,1
"Depuis ce matin impossible de synchroniser mes courses entre la montre et 
mon téléphone ! Pourriez vous m'aider",0,1,0,0,dataset_apia2022,1
Je l utilise tous les jours,1,0,0,0,dataset_apia2022,1
Facile d'utilisation et complet.,1,0,0,0,dataset_apia2022,1
"Satisfait et contant avec Garmin 235 appli excellente (excepté les bugs) 
mais c'est du passé",1,0,0,0,dataset_apia2022,1
Parfait sur Sony Xperia go,0,0,0,1,dataset_apia2022,1
Problème de synchronisation est résolu. Merci,0,0,0,1,dataset_apia2022,1
Sur l appli je n'arrive pas à trouver mes favoris sinon c'est agréable,0,0,1,0,dataset_apia2022,1
Connecté avec mon Garmin 810 c'est fantastique !!!!!,1,0,0,1,dataset_apia2022,1
Ok.natation,0,0,1,0,dataset_apia2022,1
Top merci,1,0,0,0,dataset_apia2022,1
Parfait rapide et précis pour récupérer les infos de ma montre... Je préfère quand même la version ios qui est selon moi mieux optimisėe et moins lourde,1,0,1,1,dataset_apia2022,1
Le soir quand je regarde la télé ça me note que je dort.Donc cela fausse complètement le sommeil.,0,1,0,0,dataset_apia2022,1
excellente application tres complète,1,0,0,0,dataset_apia2022,1
impossible à installer,0,1,0,0,dataset_apia2022,1
Super application complète.,1,0,0,0,dataset_apia2022,1
"Depuis que mon vivosmart 3 a reçu une MAJ, je suis passé de 3 à 4% de données non mesurées par jour à 27 à 31%...  Du coup je ne vois pas trop l'intérêt, si 1/3 de ma journée n'est pas compté dans les stats. (bracelet bien serré, et à la même place qu'avant la MAJ)",0,1,0,0,dataset_apia2022,1
"Bonne application pour suivre la course à pied et la marche. Fonctionnement 
simple et efficace.",1,0,0,1,dataset_apia2022,1
👍,1,0,0,0,dataset_apia2022,1
